,sentences,Actual,Predicted
16823,"i would like the ball and you may have everything else , this is my final offer .",_inquiry ,_need( _balls 1 ) _offer( rest )
16824,1 book 4 hat 1 ball,_misc( _books 1 _hats 4 _balls 1 ) _inquiry ,_yes _books 1 _hats 4 _balls 1 )
16825,i'll take book and balls you can have all the hats,_inquiry ,_need( _books 1 _balls all ) _offer( _hats all )
16826,if i can have the books i will give you everything else,_inquiry ,_need( _books all ) _offer( rest )
16827,perfect !,_inquiry ,_deal
16828,sure !,_inquiry ,_deal
16829,i need the book and all of the balls,_inquiry ,_need( _books 1 _balls all )
16830,ill take all of the hats and all of the balls and give you the book,_inquiry ,_need( _hats all _balls all ) _offer( _books 1 )
16831,"i do not need the hats , but i at least need the book .",_inquiry ,_need( _books 1 _hats all )
16832,"okay , deal .",_deal _inquiry ,_deal
16833,give me the book and ahts,_inquiry ,_need( _books 1 _hats all )
16834,gimme book and balls,_inquiry ,_need( _books 1 _balls all )
16835,no deal,_nodeal _inquiry ,_nodeal
16836,"sounds good , i will take the hats .",_inquiry ,_yes _need( _hats all )
16837,i need a hat and a ball and you can have a ball and the 2 books,_inquiry ,_need( _hats 1 _balls 1 ) _offer( _books 2 )
16838,i would like the balls and the hat or the balls and the books .,_inquiry ,_need( _hats 1 _balls all )
16839,deal .,_deal _inquiry ,_deal
16840,i want the hat and the balls,_inquiry ,_need( _hats 1 _balls all )
16841,i'll need a book too then,_inquiry ,_need( _books 1 )
16842,: / that doesn't add up for me . i guess you can have the rest if i get the hat,_counteroffer _need( _hats 1 ) _offer( _books all _balls all ) _inquiry ,_counteroffer _need( _hats 1 ) _offer( rest )
16843,sorry i can't do that . how about you get the hat and i have the rest ?,_inquiry ,_need( rest ) _offer( _hats 1 )
16844,still not good . what if i have the hat and you have the rest ?,_inquiry ,_counteroffer _need( _hats 1 ) _offer( rest )
16845,sure,_deal _inquiry ,_deal
16846,i need the books . you can have the hats and one ball if i can have the books and one ball,_inquiry ,_need( _books all _balls 1 ) _offer( _hats all )
16847,i can not make a deal with out at least one of the books,_inquiry ,_need( _books 1 )
16848,okay lets split everything down the middle then,_inquiry ,_yes _need( _hats 1 ) _offer( _books 1 _balls 1 )
16849,why can't we just split it down the middle ?,_inquiry ,_nodeal
16850,okay . thank you .,_inquiry _thanks ,_deal _thanks
16851,hi ill take the books and hats . you can have the balls,_greeting _inquiry ,_greeting _need( _books all _hats all ) _offer( _balls all )
16852,"sorry , i need the books too",_inquiry ,_counteroffer _need( _books all )
16853,same here .,_inquiry ,_deal
16854,how about i get 1 book and 2 hats and you get 1 book and 2 balls ?,_inquiry ,_offer( _books 1 _hats 2 )
16855,ok . we can do that,_inquiry ,_yes
16856,deal,_deal _inquiry ,_deal
16857,"hi , can i take the balls and the book ?",_greeting _inquiry ,_greeting _need( _balls all )
16858,i'd like book and 1 ball .,_inquiry ,_need( _books 1 _balls 1 )
16859,hats are 0 to me .,_inquiry ,_need( _hats 0 )
16860,deal .,_deal _inquiry ,_deal
16861,would ya take 1 hat and two balls ?,_inquiry ,_need( _hats 1 _balls 2 )
16862,i'll take the hats and 1 ball then .,_inquiry ,_need( _hats all _balls 1 )
16863,could i have the books and a one hat ?,_inquiry ,_need( _books all _hats 1 )
16864,well i need the books as well so lets decide how you would like to divide this up,_inquiry ,_need( _books all ) _offer( _hats 1 )
16865,"welp strap in for the next 17 minutes until this hit expires , let me know if you care to renegotiate in that time .",_inquiry ,_need( _hats 1 ) _offer( rest )
16866,"i'd like the hat and the ball , you can keep the books ; or you're more than welcome to share .",_inquiry ,_need( _hats 1 _balls 1 ) _offer( _books all )
16867,"oh fine , deal .",_inquiry ,_deal
16868,"i cannot give up the hat , you can have the ball and books",_inquiry ,_need( _hats 1 ) _offer( _books all _balls 1 )
16869,hi i would like the hat and balls and you can have the books,_greeting _inquiry ,_greeting _need( _hats 1 _balls all ) _offer( _books all )
16870,i cant make a deal without it either . looks like we wont be reaching a deal,_inquiry ,_no
16871,no deal,_nodeal _inquiry ,_nodeal
16872,no deal,_nodeal _inquiry ,_nodeal
16873,no deal,_nodeal _inquiry ,_nodeal
16874,"i can't make a deal without the hat , it's too valuable . i'd also like the books . no use for the balls .",_inquiry ,_counteroffer _need( _books all )
16875,no deal,_nodeal _inquiry ,_nodeal
16876,no deal,_nodeal _inquiry ,_nodeal
16877,no deal,_nodeal _inquiry ,_nodeal
16878,no deal,_nodeal _inquiry ,_nodeal
16879,"hello , can i have 4 balls and 1 book ?",_greeting _inquiry ,_greeting _need( _books 1 _balls 4 )
16880,"okay deal , 2 books 1 hat for you , 4 balls for me",_inquiry ,_deal _need( _hats 1 _balls 4 ) _offer( _books 2 _hats 1 )
16881,i want both books and the hat,_inquiry ,_need( _books 2 _hats 1 )
16882,how about the balls and the books ?,_inquiry ,_yes _books all _balls all )
16883,okay then i will do 1 hat and 2 balls for you and 1 hat and 2 books for me,_inquiry ,_yes _offer( _hats 1 _balls 2 )
16884,i'll take the balls and a hat if that's cool ?,_inquiry ,_need( _hats 1 _balls all )
16885,books have a zero value on my end,_inquiry ,_need( _books 0 )
16886,cool =),_inquiry ,_deal
16887,i would like the books and the balls .,_inquiry ,_need( _books all _balls all )
16888,deal .,_deal _inquiry ,_deal
16889,okay how about all the books and i take one ball ?,_inquiry ,_need( _books all _balls 1 )
16890,all i want is the hats .,_need( _hats all ) _inquiry ,_need( _hats all )
16891,deal,_deal _inquiry ,_deal
16892,hi i would like the balls and hat and you can have the books,_greeting _inquiry ,_greeting _need( _hats 1 _balls all ) _offer( _books all )
16893,ok,_deal _inquiry ,_deal
16894,i need the book and the two hats . you can have the balls,_inquiry ,_need( _books 1 _hats 2 ) _offer( _balls all )
16895,sounds good,_deal _inquiry ,_deal
16896,i need the hats as well . can you accept one hat and the book ?,_inquiry ,_need( _books 1 _hats all ) _offer( _books 1 _balls 1 )
16897,great ! thank you !,_deal _inquiry _thanks ,_deal _thanks
16898,the book and some balls,_inquiry ,_yes _books 1 _balls all )
16899,ok deal,_deal _inquiry ,_deal
16900,give me hat and books,_inquiry ,_need( _books all _hats 1 )
16901,give me hat or no deal,_inquiry ,_need( _hats 1 )
16902,no deal,_nodeal _inquiry ,_nodeal
16903,agreed,_deal _inquiry ,_deal
16904,so sorry,_inquiry ,_deal
16905,yes,_deal _inquiry ,_deal
16906,you can have the books if i get the rest,_inquiry ,_need( rest ) _offer( _books all )
16907,how bout the books and 1 ball,_inquiry ,_yes _books all _balls 1 )
16908,sorry no deal then,_inquiry ,_no
16909,sorry about that,_inquiry ,_deal
16910,sorry we couldnt make a deal,_inquiry ,_no
16911,"i need all 4 hats , you can have the rest",_inquiry ,_need( _hats all ) _offer( rest )
16912,sounds good,_deal _inquiry ,_deal
16913,i'd like one of each item . i can give you the remaining three hats .,_inquiry ,_need( _books 1 _hats 3 ) _offer( rest )
16914,agreed .,_deal _inquiry ,_deal
16915,i can give you just the hat,_inquiry ,_offer( _hats 1 )
16916,ok,_deal _inquiry ,_deal
16917,i would like the hat and one ball .,_inquiry ,_need( _hats 1 _balls 1 )
16918,fine . agreed .,_inquiry ,_deal
16919,can i get the hats and the books ?,_inquiry ,_need( _books all _hats all )
16920,"i will take them , and you can have the ball . but i need the hats",_inquiry ,_need( _hats all ) _offer( _balls 1 )
16921,neither can i without all the hats,_inquiry ,_counteroffer _need( _hats all )
16922,no deal,_nodeal _inquiry ,_nodeal
16923,no deal,_nodeal _inquiry ,_nodeal
16924,"i was hoping for the hats and the ball . the books have no value for me , so you should take them for sure .",_inquiry ,_need( _books 0 _hats all _balls 1 ) _offer( rest )
16925,i can't do a deal without any of the hats .,_inquiry ,_need( _hats all )
16926,then no deal,_nodeal _inquiry ,_no
16927,no deal,_nodeal _inquiry ,_nodeal
16928,no deal,_nodeal _inquiry ,_nodeal
16929,i'd like both balls and a book or two . does the hat hold any value to you ?,_inquiry ,_need( _books 1 _balls 2 )
16930,any chance you'll take the hat and two books and leave me one book and two balls ?,_need( _books 1 _balls 2 ) _offer( _books 2 _hats 1 ) _inquiry ,_need( _books 1 _balls 2 ) _offer( _books 2 _hats 1 )
16931,deal,_deal _inquiry ,_deal
16932,i'd like the hat and the 3 books,_inquiry ,_need( _books 3 _hats 1 )
16933,i'll take the hat & a book . you can have 2 books & all the balls . deal ?,_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls 2 )
16934,thanks !,_deal _inquiry _thanks ,_deal _thanks
16935,i would like the hat and the book,_inquiry ,_need( _books 1 _hats 1 )
16936,that is fine i will take the balls,_inquiry ,_yes _need( _balls all )
16937,"hi , i would like the hat and books and you can have the balls",_greeting _inquiry ,_greeting _need( _books all _hats 1 ) _offer( _balls all )
16938,sorry that wont work for me . looks like we wont be reaching a deal,_inquiry ,_no
16939,i agree,_inquiry ,_deal
16940,yep . just waiting for the button,_inquiry ,_deal
16941,after we go back and forth for a little while,_inquiry ,_nodeal
16942,"no way , i want the hat and balls , you can have the books .",_inquiry ,_counteroffer _nodeal
16943,guess not .,_inquiry ,_nodeal
16944,no deal .,_nodeal _inquiry ,_nodeal
16945,when doesit come ?,_inquiry ,_deal
16946,it is sad we couldn't come to an agreement . but i need the hat .,_inquiry ,_need( _hats 1 )
16947,balls and books for me,_need( _books all _balls all ) _inquiry ,_need( _books all _balls all )
16948,deal,_deal _inquiry ,_deal
16949,if i can have the books you can have the hat and the ball,_inquiry ,_need( _books all ) _offer( _hats 1 _balls 1 )
16950,that won't work for me . . i need either the books or two books and the ball,_inquiry ,_counteroffer _need( _books all _balls 1 )
16951,i'll take the ball and 2 books . you can have the hat and 2 books .,_inquiry ,_need( _books 2 _balls 1 ) _offer( _books 2 _hats 1 )
16952,okay i'll take the ball and 1 book . you can have the hat and 3 books .,_inquiry ,_need( _books 1 _balls 1 ) _offer( _books 3 )
16953,"i can't do that , i need 3 books",_inquiry ,_counteroffer _need( _books 3 )
16954,the hat is the most value to me . . . i'd like the hat and one item of your choice .,_inquiry ,_need( _hats 1 )
16955,deal,_deal _inquiry ,_deal
16956,if i can have the books and the hat you can have the balls,_inquiry ,_need( _books all _hats 1 ) _offer( _balls all )
16957,if you take the hat then i would need two books and two balls you can have one ball,_inquiry ,_need( _books 2 _balls 2 ) _offer( _hats 1 _balls 1 )
16958,okay great !,_deal _inquiry ,_deal
16959,the ball and one book,_inquiry ,_yes _books 1 _balls 1 )
16960,deal,_deal _inquiry ,_deal
16961,how about you get 2 books and a hat ?,_inquiry ,_offer( _books 2 _hats 1 )
16962,"i'm a cowboy who has a passion for sports . i need that hat , and i need that basketball .",_inquiry ,_need( _hats 1 _balls 1 )
16963,"well i ain't about to hang up my horse anytime soon , but i reckon i could be encouraged to study instead of playing sports . i absolutely need that hat to keep the sun outta my eyes though .",_inquiry ,_need( _hats 1 )
16964,i take all the books and the hat then ?,_inquiry ,_need( _books all _hats 1 )
16965,"fine , you can have one book . you can have war and peace . i take the other two , which are both harry potters .",_inquiry ,_yes _need( rest ) _offer( _books 1 )
16966,"shoot , i'm also a cowyboy , but my dying son has a love for sports . he hates reading though , and not that he even could with the eyeball cancer he's dying from .",_inquiry ,_need( _books 1 )
16967,that works for me .,_inquiry ,_deal
16968,"you can have the hat , but can i have one book ? just in case i get bored on while on the court ?",_inquiry ,_need( _books 1 ) _offer( _hats 1 )
16969,deal !,_deal _inquiry ,_deal
16970,ok,_deal _inquiry ,_deal
16971,i'd like book and hat and you can have the balls .,_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
16972,"thanks , marking 1 book and 1 hat for me .",_inquiry ,_need( _books 1 _hats 1 )
16973,you can have the hats and 1 book if i can have 1 book and the ball,_inquiry ,_need( _books 1 _balls 1 ) _offer( _books 1 _hats all )
16974,deal .,_deal _inquiry ,_deal
16975,i need the book and the balls . you can have the hats,_inquiry ,_need( _books 1 _balls all ) _offer( _hats all )
16976,no that will not work for me . you can have one ball if that would work for you along with the hats,_inquiry ,_nodeal
16977,"okay , so i get the book and the balls ?",_inquiry ,_yes _need( _books 1 _balls all )
16978,okay thank you .,_inquiry _thanks ,_deal _thanks
16979,"i'd really love the hats , and also the book . what about you ?",_inquiry ,_need( _books 1 _hats all )
16980,no way i could get the book as well as the hats ?,_inquiry ,_counteroffer _need( _books 1 _hats all )
16981,"the balls are worthless for me , so you should take them all if they have value for you . i'll live with just the hats .",_inquiry ,_need( _hats all ) _offer( _balls 0 )
16982,yes,_deal _inquiry ,_deal
16983,"i'll take the hat and the book , you can have all the balls .",_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
16984,no deal . i'll take the book and you can have everything else .,_inquiry ,_counteroffer _need( _books 1 ) _offer( rest )
16985,i would like to offer you the hat,_inquiry ,_offer( _hats 1 )
16986,i need the book and balls,_inquiry ,_need( _books 1 _balls all )
16987,deal,_deal _inquiry ,_deal
16988,agreed i will take the rest,_deal _need( rest ) _inquiry ,_deal _need( rest )
16989,gimme the hat and ball,_inquiry ,_need( _hats 1 _balls 1 )
16990,i want two hats and the book .,_inquiry ,_need( _books 1 _hats 2 )
16991,i need both hats . you can have the rest .,_inquiry ,_need( _hats 2 ) _offer( rest )
16992,i need one hat and 2 balls,_inquiry ,_need( _hats 1 _balls 2 )
16993,ok,_deal _inquiry ,_deal
16994,you can have the balls if i can have the book and hats,_inquiry ,_need( _books 1 _hats all ) _offer( _balls all )
16995,i cannot give up the book . i can take the book and one hat,_inquiry ,_need( _books 1 _hats 1 )
16996,agreed,_deal _inquiry ,_deal
16997,i can let you have the hats if i get the book and balls .,_inquiry ,_need( _books 1 _balls all ) _offer( rest )
16998,the only way i can let you have that book is if i get everything else .,_inquiry ,_need( rest ) _offer( _books 1 )
16999,you can have both balls if i can have the book and hats,_inquiry ,_need( _books 1 _hats all ) _offer( _balls 2 )
17000,"no deal , the balls hold no value for me",_inquiry ,_need( _balls 0 )
17001,the book is a deal breaker for you ?,_inquiry ,_need( _books 1 )
17002,well i guess we are stuck then,_inquiry ,_deal
17003,sorry we couldn't agree,_inquiry ,_no
17004,no deal you can hvae both balls if i can have the rest,_inquiry ,_counteroffer _need( rest ) _offer( _balls 2 )
17005,well too bad then no deal,_inquiry ,_no
17006,yup,_deal _inquiry ,_deal
17007,yup,_deal _inquiry ,_deal
17008,yup,_deal _inquiry ,_deal
17009,i'd like the ball and 3 hats .,_inquiry ,_need( _hats 3 _balls 1 )
17010,ok .,_deal _inquiry ,_deal
17011,"if i ca have the ball , you can have the rest",_inquiry ,_need( _balls 1 ) _offer( rest )
17012,the ball is the only thing that has value to me,_inquiry ,_need( _balls 1 )
17013,"deal , thanks",_inquiry ,_deal
17014,i'd like the ball and the hat .,_inquiry ,_need( _hats 1 _balls 1 )
17015,ok . you get the ball . i'll take the hat and the books .,_inquiry ,_yes _need( _books all _hats 1 ) _offer( _balls 1 )
17016,"i want three balls , the rest for you",_inquiry ,_need( _balls 3 ) _offer( rest )
17017,i would like the book and one ball,_inquiry ,_need( _books 1 _balls 1 )
17018,that is a deal thank you,_inquiry _thanks ,_deal _thanks
17019,take the books and the hats i keep the ball,_inquiry ,_need( _books all _hats all ) _offer( _balls 1 )
17020,no sorry i keep the ball you get everything else,_inquiry ,_counteroffer _need( _balls 1 ) _offer( rest )
17021,what are you looking at here ?,_inquiry ,_deal
17022,will anything else work for you ? like i take the ball and either the books or the hats ?,_inquiry ,_need( _books all _hats all _balls 1 )
17023,split hats i get ball and one book,_inquiry ,_need( _books 1 _hats rest ) _offer( _balls 1 )
17024,i need one hat at least,_inquiry ,_need( _hats 1 )
17025,deal,_deal _inquiry ,_deal
17026,hello ! i'd like both hats and 1 book .,_greeting _inquiry ,_greeting _need( _books 1 _hats 2 )
17027,"how about i get both hats , and you take everything else ?",_inquiry ,_need( _hats 2 ) _offer( rest )
17028,"okay . split hats , you get 1 book and the basketball . deal ?",_inquiry ,_deal
17029,i need a hat and 1 book and 1 ball,_inquiry ,_need( _books 1 _balls 1 )
17030,i can give you the hat and i take the rest right,_inquiry ,_need( rest ) _offer( _hats 1 )
17031,no way . i must have the hat . i take the hat you take the books and the balls .,_inquiry ,_counteroffer _nodeal
17032,yes i take the hat . you take the rest .,_inquiry ,_yes _need( _hats 1 ) _offer( rest )
17033,i'd like the hats and 1 ball,_inquiry ,_need( _hats all _balls 1 )
17034,i'd like 1 of each please,_inquiry ,_need( _books 1 _hats 1 _balls 1 )
17035,how about you take the hats and i take the rest ?,_inquiry ,_need( rest ) _offer( _hats all )
17036,i want the book and ball .,_inquiry ,_need( _books 1 _balls 1 )
17037,"ok . you get the ball , i take the rest .",_inquiry ,_yes _need( rest ) _offer( _balls 1 )
17038,"i just want the ball , you can have the rest",_inquiry ,_need( _balls 1 ) _offer( rest )
17039,thanks,_deal _inquiry _thanks ,_deal _thanks
17040,if you want the hat i need everything else,_inquiry ,_need( rest ) _offer( _hats 1 )
17041,fine,_deal _inquiry ,_deal
17042,i'll give a ball and a book,_inquiry ,_need( _books 1 _balls 1 )
17043,i'll take the hat and 1 ball,_inquiry ,_need( _hats 1 _balls 1 )
17044,i can give you both books and 1 ball,_inquiry ,_offer( _books 2 _balls 1 )
17045,"i can do 1 book and 2 balls if you want , , , i need have something",_inquiry ,_need( _books 1 _balls 2 )
17046,you can have 2 books and 1 ball that leaveing us both with 3 items,_inquiry ,_offer( _books 2 _balls 1 )
17047,i need the books and 2 balls,_inquiry ,_need( _books all _balls 2 )
17048,i really need the books and 2 balls,_inquiry ,_need( _books all _balls 2 )
17049,that isn't quite enough i really need another item,_inquiry ,_need( _books 1 _hats 1 )
17050,"whatever , that's fine , you don't understand the game",_inquiry ,_nodeal
17051,"i need the hat , i cannot make any deal without it",_inquiry ,_need( _hats 1 )
17052,you can have the books and some of the balls but i have to have the hat,_inquiry ,_need( _hats 1 ) _offer( _books all _balls all )
17053,i have to have the hat or no deal,_inquiry ,_need( _hats 1 )
17054,no deal,_nodeal _inquiry ,_nodeal
17055,"no deal , i have to have the hat",_inquiry ,_counteroffer
17056,i would like hat book and 2 balls,_inquiry ,_need( _books 1 _balls 2 )
17057,i also need the hat,_inquiry ,_need( _hats 1 )
17058,i need the hat and a book . you may have a book and all the balls,_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
17059,ok then no deal,_inquiry ,_nodeal
17060,are we agreeing on no deal,_nodeal _inquiry ,_no
17061,no i want both books and a a ball . you can everything else .,_inquiry ,_counteroffer _need( _books 2 _balls 1 ) _offer( rest )
17062,okay .,_deal _inquiry ,_deal
17063,i'll give you all three balls and a book if i can have the rest .,_inquiry ,_need( rest ) _offer( _balls 3 )
17064,we are close . i'll give you both books only if i get all balls and the hat .,_inquiry ,_need( _hats 1 _balls all ) _offer( _books 2 )
17065,great,_deal _inquiry ,_deal
17066,two books all else to you,_inquiry ,_need( _books 2 ) _offer( rest )
17067,ok deal,_deal _inquiry ,_deal
17068,yeah i can take the books and the hat . i'm not athletic so i don't really need the balls,_inquiry ,_need( _books all _hats 1 )
17069,would you like the books ?,_inquiry ,_need( _books all )
17070,fair enough . deal .,_inquiry ,_deal
17071,"ill take the books , you can have the rest",_inquiry ,_need( _books all ) _offer( rest )
17072,ok,_deal _inquiry ,_deal
17073,i'd like the book and ball please,_inquiry ,_need( _books 1 _balls )
17074,i can't do that . i need either the ball or the hat plus some books,_inquiry ,_counteroffer _need( _books all _hats 1 _balls 1 )
17075,ok,_deal _inquiry ,_deal
17076,ill give you all books if i can have rest,_inquiry ,_need( rest ) _offer( _books all )
17077,"ok , how about hat and one book for me",_inquiry ,_need( _books 1 _hats 1 )
17078,i would like the hat and the balls .,_inquiry ,_need( _hats 1 _balls all )
17079,deal .,_deal _inquiry ,_deal
17080,thats fine as long as i keep the books .,_inquiry ,_need( _books all )
17081,cool . deal .,_inquiry ,_deal
17082,deal .,_deal _inquiry ,_deal
17083,you can have the hats,_inquiry ,_offer( _hats all )
17084,okay deal,_deal _inquiry ,_deal
17085,i'll take books . you can have everything else .,_inquiry ,_need( _books all ) _offer( rest )
17086,that's only 4 points for me . i'll take 2 hats and 2 books . that's 6 points at least .,_inquiry ,_need( _books 2 _hats 2 )
17087,balls are worth 2 for me . books are worth 2 . hats are 1 .,_inquiry ,_need( _hats 2 _balls 2 )
17088,not gonna work . only 4 points for . so we just need to talk back and forth until the no deal button pops up .,_inquiry ,_no
17089,how about i take all books and the ball ?,_inquiry ,_need( _books all _balls 1 )
17090,i would like 3 books and 1 ball .,_inquiry ,_need( _books 3 _balls 1 )
17091,"no thanks . i'll take 2 books , 1 ball . you can get the rest .",_inquiry ,_counteroffer _need( _books 2 _balls 1 ) _offer( rest )
17092,"no , that'll only be 3 points for me .",_inquiry ,_nodeal
17093,the hats are of no value to me so you can have them all . i want 2 books and the 1 ball at least .,_inquiry ,_need( _books 2 _balls 1 ) _offer( _hats all )
17094,sounds good to me . how about i keep the 3 books and you keep everything else .,_inquiry ,_need( _books 3 ) _offer( rest )
17095,no deal .,_nodeal _inquiry ,_nodeal
17096,i need at least 2 books and the ball .,_inquiry ,_need( _books 2 _balls 1 )
17097,i need 2 books and the ball or i can't possibly make a deal .,_inquiry ,_need( _books 2 _balls 1 )
17098,i want the hat and books,_inquiry ,_need( _books all _hats 1 )
17099,how about two books for me and the hat,_inquiry ,_need( _books 2 _hats 1 )
17100,what if i take the hat and one ball ?,_inquiry ,_need( _hats 1 _balls 1 )
17101,deal,_deal _inquiry ,_deal
17102,deal,_deal _inquiry ,_deal
17103,i would like the book and hat .,_inquiry ,_need( _books 1 _hats 1 )
17104,ok . sounds good .,_inquiry ,_deal
17105,sorry that won't work . how about i get the hat and you have the rest,_inquiry ,_counteroffer _need( _hats 1 ) _offer( rest )
17106,deal .,_deal _inquiry ,_deal
17107,yes .,_deal _inquiry ,_deal
17108,i would like the book and the hats,_inquiry ,_need( _books 1 _hats all )
17109,"so you will take just the ball , correct ?",_inquiry ,_need( _balls 1 )
17110,just the hat ma'am,_inquiry ,_need( _hats 1 )
17111,gimme hat,_inquiry ,_need( _hats 1 )
17112,gimme hat or deal dies,_inquiry ,_need( _hats 1 )
17113,yes,_deal _inquiry ,_deal
17114,yes,_deal _inquiry ,_deal
17115,what would you like,_inquiry ,_nodeal
17116,no deal,_nodeal _inquiry ,_nodeal
17117,"no hat , you can take all book",_inquiry ,_need( _hats 0 ) _offer( _books all )
17118,deal already died,_inquiry ,_deal
17119,yes,_deal _inquiry ,_deal
17120,gimme the book and 2 hats,_inquiry ,_need( _books 1 _hats 2 )
17121,ok deal,_deal _inquiry ,_deal
17122,i can offer you the book and one hat .,_inquiry ,_offer( _books 1 _hats )
17123,"i'll take the ball , both books , and a hat .",_inquiry ,_need( _books 2 _hats 1 _balls 1 )
17124,i'll take the ball and books . you can have the hats .,_inquiry ,_need( _books all _balls 1 ) _offer( _hats all )
17125,i dont need them so you can have both .,_inquiry ,_need( _books 2 ) _offer( _hats 1 _balls 1 )
17126,you can have the ball and 2 hats .,_inquiry ,_offer( _hats 2 _balls 1 )
17127,i want the ball and the books,_inquiry ,_need( _books all _balls 1 )
17128,i only want one hat,_inquiry ,_need( _hats 1 )
17129,"i also don't really need them , i need the ball and two hats or both books and both hats",_inquiry ,_need( _hats 2 _balls 1 )
17130,i would like all the hats and all the balls .,_inquiry ,_need( _hats all _balls all )
17131,deal,_deal _inquiry ,_deal
17132,i would like the hat and 2 balls,_inquiry ,_need( _hats 1 _balls 2 )
17133,hmm . give me the book and one ball then,_inquiry ,_need( _books 1 _balls 1 )
17134,deal .,_deal _inquiry ,_deal
17135,i'd like hats . you can have rest .,_inquiry ,_need( _hats all ) _offer( rest )
17136,need one hat with 2 balls,_inquiry ,_need( _hats 1 _balls 2 )
17137,balls and hats to me,_need( _hats all _balls all ) _inquiry ,_need( _hats all _balls all )
17138,i would 1 book and 2 hats .,_inquiry ,_need( _books 1 _hats 2 )
17139,"you can have the balls , but i can't give up the book .",_inquiry ,_need( _books 1 ) _offer( _balls all )
17140,deal .,_deal _inquiry ,_deal
17141,how about i give you one hat and the book instead ?,_inquiry ,_offer( _books 1 _hats 1 )
17142,how about both balls and the book ?,_inquiry ,_yes _books 1 _balls 2 )
17143,deal,_deal _inquiry ,_deal
17144,i would like the two hats and a ball,_inquiry ,_need( _hats 2 _balls 1 )
17145,how about one hat a book and a ball,_inquiry ,_yes _books 1 _balls 1 )
17146,ok deal,_deal _inquiry ,_deal
17147,i can't give up the hat . would you accept all off the books for the hat and the ball ?,_inquiry ,_need( _hats 1 _balls 1 ) _offer( _books all )
17148,i would like the books and ball,_inquiry ,_need( _books all _balls 1 )
17149,you can have all of the hats,_inquiry ,_offer( _hats all )
17150,"i need the ball and a hat , you can have books and 2 hats",_inquiry ,_need( _hats 1 _balls 1 ) _offer( _books all _hats 2 )
17151,id like the book and one ball,_inquiry ,_need( _books 1 _balls 1 )
17152,"i can do the hat but i need the book . book for me , all else for you",_inquiry ,_need( _books 1 ) _offer( rest )
17153,"well , we're at an impasse then . . . i must have book or no deals",_inquiry ,_counteroffer _need( _books 1 )
17154,no deal,_nodeal _inquiry ,_nodeal
17155,no deal,_nodeal _inquiry ,_nodeal
17156,i need the book and the hat,_inquiry ,_need( _books 1 _hats 1 )
17157,book is my sine qua non too,_need( _books 1 ) _inquiry ,_need( _books 1 )
17158,no deal,_nodeal _inquiry ,_nodeal
17159,nod eal,_inquiry ,_nodeal
17160,no deal,_nodeal _inquiry ,_nodeal
17161,ok,_deal _inquiry ,_deal
17162,i would like two balls and one book .,_inquiry ,_need( _books 1 _balls 2 )
17163,would you give up the book for both balls ?,_inquiry ,_need( _books 1 ) _offer( rest )
17164,"ok , i agree to your first offer then .",_inquiry ,_deal
17165,i would like the book and a ball,_inquiry ,_need( _books 1 _balls 1 )
17166,"no , i need the book",_inquiry ,_counteroffer _need( _books 1 )
17167,if i can have the hats and the book you can have the ball,_inquiry ,_need( _books 1 _hats all ) _offer( _balls 1 )
17168,i can not give up the hats if you want you can have the ball and the book,_inquiry ,_need( _hats all ) _offer( _books 1 _balls 1 )
17169,i can not make that deal,_inquiry ,_nodeal
17170,i can not make that deal . i need the hats .,_inquiry ,_counteroffer _need( _hats all )
17171,i suppose .,_inquiry ,_deal
17172,deal . thank you .,_deal _inquiry _thanks ,_thanks
17173,umm no i will take the ball but need 1 hat and the book too,_inquiry ,_counteroffer _need( _books 1 _hats 1 _balls 1 )
17174,i need at least 1 hat,_inquiry ,_need( _hats 1 )
17175,"i can take 1 hat and 1 ball , you could hae 2 hats and the book ?",_inquiry ,_need( _hats 1 _balls 1 ) _offer( _books 1 _hats 2 )
17176,really ? ? you will make it with just 1 less hat dont you think ?,_inquiry ,_need( _hats 1 )
17177,"so i will take 1 ball and 1 hat , you take the rest deal ?",_inquiry ,_need( _hats 1 _balls 1 ) _offer( rest )
17178,you can have the balls and 1 hat,_inquiry ,_offer( _hats 1 _balls all )
17179,i want the balls and hats,_inquiry ,_need( _hats all _balls all )
17180,deal,_deal _inquiry ,_deal
17181,i need the hat - you can have 2 books and 2 balls,_inquiry ,_need( _hats 1 ) _offer( _books 2 _balls 2 )
17182,i will give one of each for two books and 1 ball,_inquiry ,_offer( _books 2 _balls 1 )
17183,sounds good,_deal _inquiry ,_deal
17184,"hi , can i take the book and 2 balls ?",_greeting _inquiry ,_greeting _need( _books 1 _balls 2 )
17185,deal .,_deal _inquiry ,_deal
17186,i would like the hats and the ball .,_inquiry ,_need( _hats all _balls 1 )
17187,"ok , how about you let me have the hats and take the rest ?",_inquiry ,_need( rest ) _offer( _hats all )
17188,"ok , let me have a hat and the ball then .",_inquiry ,_yes _need( _hats 1 _balls 1 )
17189,i would like the books and the hats,_inquiry ,_need( _books all _hats all )
17190,nope,_nodeal _inquiry ,_nodeal
17191,ok .,_deal _inquiry ,_deal
